Amount,n1000,n500,n100,n50,n20,n10
45480,45,0,4,1,1,1
45490,45,0,4,0,4,1
45500,45,0,4,1,2,1
45510,45,1,0,0,0,1
45520,45,0,4,1,3,1
45530,45,1,0,0,1,1
45540,45,0,4,1,4,1
45550,45,1,0,0,2,1
45560,45,1,0,1,0,1
45570,45,1,0,0,3,1
45580,45,1,0,1,1,1
45590,45,1,0,0,4,1
45600,45,1,0,1,2,1
45610,45,1,1,0,0,1
45620,45,1,0,1,3,1
45630,45,1,1,0,1,1
45640,45,1,0,1,4,1
45650,45,1,1,0,2,1
45660,45,1,1,1,0,1
45670,45,1,1,0,3,1
45680,45,1,1,1,1,1
45690,45,1,1,0,4,1
45700,45,1,1,1,2,1
45710,45,1,2,0,0,1
45720,45,1,1,1,3,1
45730,45,1,2,0,1,1
45740,45,1,1,1,4,1
45750,45,1,2,0,2,1
45760,45,1,2,1,0,1
45770,45,1,2,0,3,1
45780,45,1,2,1,1,1
45790,45,1,2,0,4,1
45800,45,1,2,1,2,1
45810,45,1,3,0,0,1
45820,45,1,2,1,3,1
45830,45,1,3,0,1,1
45840,45,1,2,1,4,1
45850,45,1,3,0,2,1
45860,45,1,3,1,0,1
45870,45,1,3,0,3,1
45880,45,1,3,1,1,1
45890,45,1,3,0,4,1
45900,45,1,3,1,2,1
45910,45,1,4,0,0,1
45920,45,1,3,1,3,1
45930,45,1,4,0,1,1
45940,45,1,3,1,4,1
45950,45,1,4,0,2,1
45960,45,1,4,1,0,1
45970,45,1,4,0,3,1
45980,45,1,4,1,1,1
45990,45,1,4,0,4,1
46000,45,1,4,1,2,1
46010,46,0,0,0,0,1
46020,45,1,4,1,3,1
46030,46,0,0,0,1,1
46040,45,1,4,1,4,1
46050,46,0,0,0,2,1
46060,46,0,0,1,0,1
46070,46,0,0,0,3,1
46080,46,0,0,1,1,1
46090,46,0,0,0,4,1
46100,46,0,0,1,2,1
46110,46,0,1,0,0,1
46120,46,0,0,1,3,1
46130,46,0,1,0,1,1
46140,46,0,0,1,4,1
46150,46,0,1,0,2,1
46160,46,0,1,1,0,1
46170,46,0,1,0,3,1
46180,46,0,1,1,1,1
46190,46,0,1,0,4,1
46200,46,0,1,1,2,1
46210,46,0,2,0,0,1
46220,46,0,1,1,3,1
46230,46,0,2,0,1,1
46240,46,0,1,1,4,1
46250,46,0,2,0,2,1
46260,46,0,2,1,0,1
46270,46,0,2,0,3,1
46280,46,0,2,1,1,1
46290,46,0,2,0,4,1
46300,46,0,2,1,2,1
46310,46,0,3,0,0,1
46320,46,0,2,1,3,1
46330,46,0,3,0,1,1
46340,46,0,2,1,4,1
46350,46,0,3,0,2,1
46360,46,0,3,1,0,1
46370,46,0,3,0,3,1
46380,46,0,3,1,1,1
46390,46,0,3,0,4,1
46400,46,0,3,1,2,1
46410,46,0,4,0,0,1
46420,46,0,3,1,3,1
46430,46,0,4,0,1,1
46440,46,0,3,1,4,1
46450,46,0,4,0,2,1
46460,46,0,4,1,0,1
46470,46,0,4,0,3,1
46480,46,0,4,1,1,1
46490,46,0,4,0,4,1
46500,46,0,4,1,2,1
46510,46,1,0,0,0,1
46520,46,0,4,1,3,1
46530,46,1,0,0,1,1
46540,46,0,4,1,4,1
46550,46,1,0,0,2,1
46560,46,1,0,1,0,1
46570,46,1,0,0,3,1
46580,46,1,0,1,1,1
46590,46,1,0,0,4,1
46600,46,1,0,1,2,1
46610,46,1,1,0,0,1
46620,46,1,0,1,3,1
46630,46,1,1,0,1,1
46640,46,1,0,1,4,1
46650,46,1,1,0,2,1
46660,46,1,1,1,0,1
46670,46,1,1,0,3,1
46680,46,1,1,1,1,1
46690,46,1,1,0,4,1
46700,46,1,1,1,2,1
46710,46,1,2,0,0,1
46720,46,1,1,1,3,1
46730,46,1,2,0,1,1
46740,46,1,1,1,4,1
46750,46,1,2,0,2,1
46760,46,1,2,1,0,1
46770,46,1,2,0,3,1
46780,46,1,2,1,1,1
46790,46,1,2,0,4,1
46800,46,1,2,1,2,1
46810,46,1,3,0,0,1
46820,46,1,2,1,3,1
46830,46,1,3,0,1,1
46840,46,1,2,1,4,1
46850,46,1,3,0,2,1
46860,46,1,3,1,0,1
46870,46,1,3,0,3,1
46880,46,1,3,1,1,1
46890,46,1,3,0,4,1
46900,46,1,3,1,2,1
46910,46,1,4,0,0,1
46920,46,1,3,1,3,1
46930,46,1,4,0,1,1
46940,46,1,3,1,4,1
46950,46,1,4,0,2,1
46960,46,1,4,1,0,1
46970,46,1,4,0,3,1
46980,46,1,4,1,1,1
46990,46,1,4,0,4,1
47000,46,1,4,1,2,1
47010,47,0,0,0,0,1
47020,46,1,4,1,3,1
47030,47,0,0,0,1,1
47040,46,1,4,1,4,1
47050,47,0,0,0,2,1
47060,47,0,0,1,0,1
47070,47,0,0,0,3,1
47080,47,0,0,1,1,1
47090,47,0,0,0,4,1
47100,47,0,0,1,2,1
47110,47,0,1,0,0,1
47120,47,0,0,1,3,1
47130,47,0,1,0,1,1
47140,47,0,0,1,4,1
47150,47,0,1,0,2,1
47160,47,0,1,1,0,1
47170,47,0,1,0,3,1
47180,47,0,1,1,1,1
47190,47,0,1,0,4,1
47200,47,0,1,1,2,1
47210,47,0,2,0,0,1
47220,47,0,1,1,3,1
47230,47,0,2,0,1,1
47240,47,0,1,1,4,1
47250,47,0,2,0,2,1
47260,47,0,2,1,0,1
47270,47,0,2,0,3,1
47280,47,0,2,1,1,1
47290,47,0,2,0,4,1
47300,47,0,2,1,2,1
47310,47,0,3,0,0,1
47320,47,0,2,1,3,1
47330,47,0,3,0,1,1
47340,47,0,2,1,4,1
47350,47,0,3,0,2,1
47360,47,0,3,1,0,1
47370,47,0,3,0,3,1
47380,47,0,3,1,1,1
47390,47,0,3,0,4,1
47400,47,0,3,1,2,1
47410,47,0,4,0,0,1
47420,47,0,3,1,3,1
47430,47,0,4,0,1,1
47440,47,0,3,1,4,1
47450,47,0,4,0,2,1
47460,47,0,4,1,0,1
47470,47,0,4,0,3,1
47480,47,0,4,1,1,1
47490,47,0,4,0,4,1
47500,47,0,4,1,2,1
47510,47,1,0,0,0,1
47520,47,0,4,1,3,1
47530,47,1,0,0,1,1
47540,47,0,4,1,4,1
47550,47,1,0,0,2,1
47560,47,1,0,1,0,1
47570,47,1,0,0,3,1
47580,47,1,0,1,1,1
47590,47,1,0,0,4,1
47600,47,1,0,1,2,1
47610,47,1,1,0,0,1
47620,47,1,0,1,3,1
47630,47,1,1,0,1,1
47640,47,1,0,1,4,1
47650,47,1,1,0,2,1
47660,47,1,1,1,0,1
47670,47,1,1,0,3,1
47680,47,1,1,1,1,1
47690,47,1,1,0,4,1
47700,47,1,1,1,2,1
47710,47,1,2,0,0,1
47720,47,1,1,1,3,1
47730,47,1,2,0,1,1
47740,47,1,1,1,4,1
47750,47,1,2,0,2,1
47760,47,1,2,1,0,1
47770,47,1,2,0,3,1
47780,47,1,2,1,1,1
47790,47,1,2,0,4,1
47800,47,1,2,1,2,1
47810,47,1,3,0,0,1
47820,47,1,2,1,3,1
47830,47,1,3,0,1,1
47840,47,1,2,1,4,1
47850,47,1,3,0,2,1
47860,47,1,3,1,0,1
47870,47,1,3,0,3,1
47880,47,1,3,1,1,1
47890,47,1,3,0,4,1
47900,47,1,3,1,2,1
47910,47,1,4,0,0,1
47920,47,1,3,1,3,1
47930,47,1,4,0,1,1
47940,47,1,3,1,4,1
47950,47,1,4,0,2,1
47960,47,1,4,1,0,1
47970,47,1,4,0,3,1
47980,47,1,4,1,1,1
47990,47,1,4,0,4,1
48000,47,1,4,1,2,1
48010,48,0,0,0,0,1
48020,47,1,4,1,3,1
48030,48,0,0,0,1,1
48040,47,1,4,1,4,1
48050,48,0,0,0,2,1
48060,48,0,0,1,0,1
48070,48,0,0,0,3,1
48080,48,0,0,1,1,1
48090,48,0,0,0,4,1
48100,48,0,0,1,2,1
48110,48,0,1,0,0,1
48120,48,0,0,1,3,1
48130,48,0,1,0,1,1
48140,48,0,0,1,4,1
48150,48,0,1,0,2,1
48160,48,0,1,1,0,1
48170,48,0,1,0,3,1
48180,48,0,1,1,1,1
48190,48,0,1,0,4,1
48200,48,0,1,1,2,1
48210,48,0,2,0,0,1
48220,48,0,1,1,3,1
48230,48,0,2,0,1,1
48240,48,0,1,1,4,1
48250,48,0,2,0,2,1
48260,48,0,2,1,0,1
48270,48,0,2,0,3,1
48280,48,0,2,1,1,1
48290,48,0,2,0,4,1
48300,48,0,2,1,2,1
48310,48,0,3,0,0,1
48320,48,0,2,1,3,1
48330,48,0,3,0,1,1
48340,48,0,2,1,4,1
48350,48,0,3,0,2,1
48360,48,0,3,1,0,1
48370,48,0,3,0,3,1
48380,48,0,3,1,1,1
48390,48,0,3,0,4,1
48400,48,0,3,1,2,1
48410,48,0,4,0,0,1
48420,48,0,3,1,3,1
48430,48,0,4,0,1,1
48440,48,0,3,1,4,1
48450,48,0,4,0,2,1
48460,48,0,4,1,0,1
48470,48,0,4,0,3,1
48480,48,0,4,1,1,1
48490,48,0,4,0,4,1
48500,48,0,4,1,2,1
48510,48,1,0,0,0,1
48520,48,0,4,1,3,1
48530,48,1,0,0,1,1
48540,48,0,4,1,4,1
48550,48,1,0,0,2,1
48560,48,1,0,1,0,1
48570,48,1,0,0,3,1
48580,48,1,0,1,1,1
48590,48,1,0,0,4,1
48600,48,1,0,1,2,1
48610,48,1,1,0,0,1
48620,48,1,0,1,3,1
48630,48,1,1,0,1,1
48640,48,1,0,1,4,1
48650,48,1,1,0,2,1
48660,48,1,1,1,0,1
48670,48,1,1,0,3,1
48680,48,1,1,1,1,1
48690,48,1,1,0,4,1
48700,48,1,1,1,2,1
48710,48,1,2,0,0,1
48720,48,1,1,1,3,1
48730,48,1,2,0,1,1
48740,48,1,1,1,4,1
48750,48,1,2,0,2,1
48760,48,1,2,1,0,1
48770,48,1,2,0,3,1
48780,48,1,2,1,1,1
48790,48,1,2,0,4,1
48800,48,1,2,1,2,1
48810,48,1,3,0,0,1
48820,48,1,2,1,3,1
48830,48,1,3,0,1,1
48840,48,1,2,1,4,1
48850,48,1,3,0,2,1
48860,48,1,3,1,0,1
48870,48,1,3,0,3,1
48880,48,1,3,1,1,1
48890,48,1,3,0,4,1
48900,48,1,3,1,2,1
48910,48,1,4,0,0,1
48920,48,1,3,1,3,1
48930,48,1,4,0,1,1
48940,48,1,3,1,4,1
48950,48,1,4,0,2,1
48960,48,1,4,1,0,1
48970,48,1,4,0,3,1
48980,48,1,4,1,1,1
48990,48,1,4,0,4,1
49000,48,1,4,1,2,1
49010,49,0,0,0,0,1
49020,48,1,4,1,3,1
49030,49,0,0,0,1,1
49040,48,1,4,1,4,1
49050,49,0,0,0,2,1
49060,49,0,0,1,0,1
49070,49,0,0,0,3,1
49080,49,0,0,1,1,1
49090,49,0,0,0,4,1
49100,49,0,0,1,2,1
49110,49,0,1,0,0,1
49120,49,0,0,1,3,1
49130,49,0,1,0,1,1
49140,49,0,0,1,4,1
49150,49,0,1,0,2,1
49160,49,0,1,1,0,1
49170,49,0,1,0,3,1
49180,49,0,1,1,1,1
49190,49,0,1,0,4,1
49200,49,0,1,1,2,1
49210,49,0,2,0,0,1
49220,49,0,1,1,3,1
49230,49,0,2,0,1,1
49240,49,0,1,1,4,1
49250,49,0,2,0,2,1
49260,49,0,2,1,0,1
49270,49,0,2,0,3,1
49280,49,0,2,1,1,1
49290,49,0,2,0,4,1
49300,49,0,2,1,2,1
49310,49,0,3,0,0,1
49320,49,0,2,1,3,1
49330,49,0,3,0,1,1
49340,49,0,2,1,4,1
49350,49,0,3,0,2,1
49360,49,0,3,1,0,1
49370,49,0,3,0,3,1
49380,49,0,3,1,1,1
49390,49,0,3,0,4,1
49400,49,0,3,1,2,1
49410,49,0,4,0,0,1
49420,49,0,3,1,3,1
49430,49,0,4,0,1,1
49440,49,0,3,1,4,1
49450,49,0,4,0,2,1
49460,49,0,4,1,0,1
49470,49,0,4,0,3,1
49480,49,0,4,1,1,1
49490,49,0,4,0,4,1
49500,49,0,4,1,2,1
49510,49,1,0,0,0,1
49520,49,0,4,1,3,1
49530,49,1,0,0,1,1
49540,49,0,4,1,4,1
49550,49,1,0,0,2,1
49560,49,1,0,1,0,1
49570,49,1,0,0,3,1
49580,49,1,0,1,1,1
49590,49,1,0,0,4,1
49600,49,1,0,1,2,1
49610,49,1,1,0,0,1
49620,49,1,0,1,3,1
49630,49,1,1,0,1,1
49640,49,1,0,1,4,1
49650,49,1,1,0,2,1
49660,49,1,1,1,0,1
49670,49,1,1,0,3,1
49680,49,1,1,1,1,1
49690,49,1,1,0,4,1
49700,49,1,1,1,2,1
49710,49,1,2,0,0,1
49720,49,1,1,1,3,1
49730,49,1,2,0,1,1
49740,49,1,1,1,4,1
49750,49,1,2,0,2,1
49760,49,1,2,1,0,1
49770,49,1,2,0,3,1
49780,49,1,2,1,1,1
49790,49,1,2,0,4,1
49800,49,1,2,1,2,1
49810,49,1,3,0,0,1
49820,49,1,2,1,3,1
49830,49,1,3,0,1,1
49840,49,1,2,1,4,1
49850,49,1,3,0,2,1
49860,49,1,3,1,0,1
49870,49,1,3,0,3,1
49880,49,1,3,1,1,1
49890,49,1,3,0,4,1
49900,49,1,3,1,2,1
49910,49,1,4,0,0,1
49920,49,1,3,1,3,1
49930,49,1,4,0,1,1
49940,49,1,3,1,4,1
49950,49,1,4,0,2,1
49960,49,1,4,1,0,1
49970,49,1,4,0,3,1
49980,49,1,4,1,1,1
49990,49,1,4,0,4,1
50000,49,1,4,1,2,1
50010,50,0,0,0,0,1
50020,49,1,4,1,3,1
50030,50,0,0,0,1,1
50040,49,1,4,1,4,1
50050,50,0,0,0,2,1
50060,50,0,0,1,0,1
50070,50,0,0,0,3,1
50080,50,0,0,1,1,1
50090,50,0,0,0,4,1
50100,50,0,0,1,2,1
50110,50,0,1,0,0,1
50120,50,0,0,1,3,1
50130,50,0,1,0,1,1
50140,50,0,0,1,4,1
50150,50,0,1,0,2,1
50160,50,0,1,1,0,1
50170,50,0,1,0,3,1
50180,50,0,1,1,1,1
50190,50,0,1,0,4,1
50200,50,0,1,1,2,1
50210,50,0,2,0,0,1
50220,50,0,1,1,3,1
50230,50,0,2,0,1,1
50240,50,0,1,1,4,1
50250,50,0,2,0,2,1
50260,50,0,2,1,0,1
50270,50,0,2,0,3,1
50280,50,0,2,1,1,1
50290,50,0,2,0,4,1
50300,50,0,2,1,2,1
50310,50,0,3,0,0,1
50320,50,0,2,1,3,1
50330,50,0,3,0,1,1
50340,50,0,2,1,4,1
50350,50,0,3,0,2,1
50360,50,0,3,1,0,1
50370,50,0,3,0,3,1
50380,50,0,3,1,1,1
50390,50,0,3,0,4,1
50400,50,0,3,1,2,1
50410,50,0,4,0,0,1
50420,50,0,3,1,3,1
50430,50,0,4,0,1,1
50440,50,0,3,1,4,1
50450,50,0,4,0,2,1
50460,50,0,4,1,0,1
50470,50,0,4,0,3,1
50480,50,0,4,1,1,1
50490,50,0,4,0,4,1
50500,50,0,4,1,2,1
50510,50,1,0,0,0,1
50520,50,0,4,1,3,1
50530,50,1,0,0,1,1
50540,50,0,4,1,4,1
50550,50,1,0,0,2,1
50560,50,1,0,1,0,1
50570,50,1,0,0,3,1
50580,50,1,0,1,1,1
50590,50,1,0,0,4,1
50600,50,1,0,1,2,1
50610,50,1,1,0,0,1
50620,50,1,0,1,3,1
50630,50,1,1,0,1,1
50640,50,1,0,1,4,1
50650,50,1,1,0,2,1
50660,50,1,1,1,0,1
50670,50,1,1,0,3,1
50680,50,1,1,1,1,1
50690,50,1,1,0,4,1
50700,50,1,1,1,2,1
50710,50,1,2,0,0,1
50720,50,1,1,1,3,1
50730,50,1,2,0,1,1
50740,50,1,1,1,4,1
50750,50,1,2,0,2,1
50760,50,1,2,1,0,1
50770,50,1,2,0,3,1
50780,50,1,2,1,1,1
50790,50,1,2,0,4,1
50800,50,1,2,1,2,1
50810,50,1,3,0,0,1
50820,50,1,2,1,3,1
50830,50,1,3,0,1,1
50840,50,1,2,1,4,1
50850,50,1,3,0,2,1
50860,50,1,3,1,0,1
50870,50,1,3,0,3,1
50880,50,1,3,1,1,1
50890,50,1,3,0,4,1
50900,50,1,3,1,2,1
50910,50,1,4,0,0,1
50920,50,1,3,1,3,1
50930,50,1,4,0,1,1
50940,50,1,3,1,4,1
50950,50,1,4,0,2,1
50960,50,1,4,1,0,1
50970,50,1,4,0,3,1
50980,50,1,4,1,1,1
50990,50,1,4,0,4,1
51000,50,1,4,1,2,1
51010,51,0,0,0,0,1
51020,50,1,4,1,3,1
51030,51,0,0,0,1,1
51040,50,1,4,1,4,1
51050,51,0,0,0,2,1
51060,51,0,0,1,0,1
51070,51,0,0,0,3,1
51080,51,0,0,1,1,1
51090,51,0,0,0,4,1
51100,51,0,0,1,2,1
51110,51,0,1,0,0,1
51120,51,0,0,1,3,1
51130,51,0,1,0,1,1
51140,51,0,0,1,4,1
51150,51,0,1,0,2,1
51160,51,0,1,1,0,1
51170,51,0,1,0,3,1
51180,51,0,1,1,1,1
51190,51,0,1,0,4,1
51200,51,0,1,1,2,1
51210,51,0,2,0,0,1
51220,51,0,1,1,3,1
51230,51,0,2,0,1,1
51240,51,0,1,1,4,1
51250,51,0,2,0,2,1
51260,51,0,2,1,0,1
51270,51,0,2,0,3,1
51280,51,0,2,1,1,1
51290,51,0,2,0,4,1
51300,51,0,2,1,2,1
51310,51,0,3,0,0,1
51320,51,0,2,1,3,1
51330,51,0,3,0,1,1
51340,51,0,2,1,4,1
51350,51,0,3,0,2,1
51360,51,0,3,1,0,1
51370,51,0,3,0,3,1
51380,51,0,3,1,1,1
51390,51,0,3,0,4,1
51400,51,0,3,1,2,1
51410,51,0,4,0,0,1
51420,51,0,3,1,3,1
51430,51,0,4,0,1,1
51440,51,0,3,1,4,1
51450,51,0,4,0,2,1
51460,51,0,4,1,0,1
51470,51,0,4,0,3,1
51480,51,0,4,1,1,1
51490,51,0,4,0,4,1
51500,51,0,4,1,2,1
51510,51,1,0,0,0,1
51520,51,0,4,1,3,1
51530,51,1,0,0,1,1
51540,51,0,4,1,4,1
51550,51,1,0,0,2,1
51560,51,1,0,1,0,1
51570,51,1,0,0,3,1
51580,51,1,0,1,1,1
51590,51,1,0,0,4,1
51600,51,1,0,1,2,1
51610,51,1,1,0,0,1
51620,51,1,0,1,3,1
51630,51,1,1,0,1,1
51640,51,1,0,1,4,1
51650,51,1,1,0,2,1
51660,51,1,1,1,0,1
51670,51,1,1,0,3,1
51680,51,1,1,1,1,1
51690,51,1,1,0,4,1
51700,51,1,1,1,2,1
51710,51,1,2,0,0,1
51720,51,1,1,1,3,1
51730,51,1,2,0,1,1
51740,51,1,1,1,4,1
51750,51,1,2,0,2,1
51760,51,1,2,1,0,1
51770,51,1,2,0,3,1
51780,51,1,2,1,1,1
51790,51,1,2,0,4,1
51800,51,1,2,1,2,1
51810,51,1,3,0,0,1
51820,51,1,2,1,3,1
51830,51,1,3,0,1,1
51840,51,1,2,1,4,1
51850,51,1,3,0,2,1
51860,51,1,3,1,0,1
51870,51,1,3,0,3,1
51880,51,1,3,1,1,1
51890,51,1,3,0,4,1
51900,51,1,3,1,2,1
51910,51,1,4,0,0,1
51920,51,1,3,1,3,1
51930,51,1,4,0,1,1
51940,51,1,3,1,4,1
51950,51,1,4,0,2,1
51960,51,1,4,1,0,1
51970,51,1,4,0,3,1
51980,51,1,4,1,1,1
51990,51,1,4,0,4,1
52000,51,1,4,1,2,1
52010,52,0,0,0,0,1
52020,51,1,4,1,3,1
52030,52,0,0,0,1,1
52040,51,1,4,1,4,1
52050,52,0,0,0,2,1
52060,52,0,0,1,0,1
52070,52,0,0,0,3,1
52080,52,0,0,1,1,1
52090,52,0,0,0,4,1
52100,52,0,0,1,2,1
52110,52,0,1,0,0,1
52120,52,0,0,1,3,1
52130,52,0,1,0,1,1
52140,52,0,0,1,4,1
52150,52,0,1,0,2,1
52160,52,0,1,1,0,1
52170,52,0,1,0,3,1
52180,52,0,1,1,1,1
52190,52,0,1,0,4,1
52200,52,0,1,1,2,1
52210,52,0,2,0,0,1
52220,52,0,1,1,3,1
52230,52,0,2,0,1,1
52240,52,0,1,1,4,1
52250,52,0,2,0,2,1
52260,52,0,2,1,0,1
52270,52,0,2,0,3,1
52280,52,0,2,1,1,1
52290,52,0,2,0,4,1
52300,52,0,2,1,2,1
52310,52,0,3,0,0,1
52320,52,0,2,1,3,1
52330,52,0,3,0,1,1
52340,52,0,2,1,4,1
52350,52,0,3,0,2,1
52360,52,0,3,1,0,1
52370,52,0,3,0,3,1
52380,52,0,3,1,1,1
52390,52,0,3,0,4,1
52400,52,0,3,1,2,1
52410,52,0,4,0,0,1
52420,52,0,3,1,3,1
52430,52,0,4,0,1,1
52440,52,0,3,1,4,1
52450,52,0,4,0,2,1
52460,52,0,4,1,0,1
52470,52,0,4,0,3,1
52480,52,0,4,1,1,1
52490,52,0,4,0,4,1
52500,52,0,4,1,2,1
52510,52,1,0,0,0,1
52520,52,0,4,1,3,1
52530,52,1,0,0,1,1
52540,52,0,4,1,4,1
52550,52,1,0,0,2,1
52560,52,1,0,1,0,1
52570,52,1,0,0,3,1
52580,52,1,0,1,1,1
52590,52,1,0,0,4,1
52600,52,1,0,1,2,1
52610,52,1,1,0,0,1
52620,52,1,0,1,3,1
52630,52,1,1,0,1,1
52640,52,1,0,1,4,1
52650,52,1,1,0,2,1
52660,52,1,1,1,0,1
52670,52,1,1,0,3,1
52680,52,1,1,1,1,1
52690,52,1,1,0,4,1
52700,52,1,1,1,2,1
52710,52,1,2,0,0,1
52720,52,1,1,1,3,1
52730,52,1,2,0,1,1
52740,52,1,1,1,4,1
52750,52,1,2,0,2,1
52760,52,1,2,1,0,1
52770,52,1,2,0,3,1
52780,52,1,2,1,1,1
52790,52,1,2,0,4,1
52800,52,1,2,1,2,1
52810,52,1,3,0,0,1
52820,52,1,2,1,3,1
52830,52,1,3,0,1,1
52840,52,1,2,1,4,1
52850,52,1,3,0,2,1
52860,52,1,3,1,0,1
52870,52,1,3,0,3,1
52880,52,1,3,1,1,1
52890,52,1,3,0,4,1
52900,52,1,3,1,2,1
52910,52,1,4,0,0,1
52920,52,1,3,1,3,1
52930,52,1,4,0,1,1
52940,52,1,3,1,4,1
52950,52,1,4,0,2,1
52960,52,1,4,1,0,1
52970,52,1,4,0,3,1
52980,52,1,4,1,1,1
52990,52,1,4,0,4,1
53000,52,1,4,1,2,1
53010,53,0,0,0,0,1
53020,52,1,4,1,3,1
53030,53,0,0,0,1,1
53040,52,1,4,1,4,1
53050,53,0,0,0,2,1
53060,53,0,0,1,0,1
53070,53,0,0,0,3,1
53080,53,0,0,1,1,1
53090,53,0,0,0,4,1
53100,53,0,0,1,2,1
53110,53,0,1,0,0,1
53120,53,0,0,1,3,1
53130,53,0,1,0,1,1
53140,53,0,0,1,4,1
53150,53,0,1,0,2,1
53160,53,0,1,1,0,1
53170,53,0,1,0,3,1
53180,53,0,1,1,1,1
53190,53,0,1,0,4,1
53200,53,0,1,1,2,1
53210,53,0,2,0,0,1
53220,53,0,1,1,3,1
53230,53,0,2,0,1,1
53240,53,0,1,1,4,1
53250,53,0,2,0,2,1
53260,53,0,2,1,0,1
53270,53,0,2,0,3,1
53280,53,0,2,1,1,1
53290,53,0,2,0,4,1
53300,53,0,2,1,2,1
53310,53,0,3,0,0,1
53320,53,0,2,1,3,1
53330,53,0,3,0,1,1
53340,53,0,2,1,4,1
53350,53,0,3,0,2,1
53360,53,0,3,1,0,1
53370,53,0,3,0,3,1
53380,53,0,3,1,1,1
53390,53,0,3,0,4,1
53400,53,0,3,1,2,1
53410,53,0,4,0,0,1
53420,53,0,3,1,3,1
53430,53,0,4,0,1,1
53440,53,0,3,1,4,1
53450,53,0,4,0,2,1
53460,53,0,4,1,0,1
53470,53,0,4,0,3,1
53480,53,0,4,1,1,1
53490,53,0,4,0,4,1
53500,53,0,4,1,2,1
53510,53,1,0,0,0,1
53520,53,0,4,1,3,1
53530,53,1,0,0,1,1
53540,53,0,4,1,4,1
53550,53,1,0,0,2,1
53560,53,1,0,1,0,1
53570,53,1,0,0,3,1
53580,53,1,0,1,1,1
53590,53,1,0,0,4,1
53600,53,1,0,1,2,1
53610,53,1,1,0,0,1
53620,53,1,0,1,3,1
53630,53,1,1,0,1,1
53640,53,1,0,1,4,1
53650,53,1,1,0,2,1
53660,53,1,1,1,0,1
53670,53,1,1,0,3,1
53680,53,1,1,1,1,1
53690,53,1,1,0,4,1
53700,53,1,1,1,2,1
53710,53,1,2,0,0,1
53720,53,1,1,1,3,1
53730,53,1,2,0,1,1
53740,53,1,1,1,4,1
53750,53,1,2,0,2,1
53760,53,1,2,1,0,1
53770,53,1,2,0,3,1
53780,53,1,2,1,1,1
53790,53,1,2,0,4,1
53800,53,1,2,1,2,1
53810,53,1,3,0,0,1
53820,53,1,2,1,3,1
53830,53,1,3,0,1,1
53840,53,1,2,1,4,1
53850,53,1,3,0,2,1
53860,53,1,3,1,0,1
53870,53,1,3,0,3,1
53880,53,1,3,1,1,1
53890,53,1,3,0,4,1
53900,53,1,3,1,2,1
53910,53,1,4,0,0,1
53920,53,1,3,1,3,1
53930,53,1,4,0,1,1
53940,53,1,3,1,4,1
53950,53,1,4,0,2,1
53960,53,1,4,1,0,1
53970,53,1,4,0,3,1
53980,53,1,4,1,1,1
53990,53,1,4,0,4,1
54000,53,1,4,1,2,1
54010,54,0,0,0,0,1
54020,53,1,4,1,3,1
54030,54,0,0,0,1,1
54040,53,1,4,1,4,1
54050,54,0,0,0,2,1
54060,54,0,0,1,0,1
54070,54,0,0,0,3,1
54080,54,0,0,1,1,1
54090,54,0,0,0,4,1
54100,54,0,0,1,2,1
54110,54,0,1,0,0,1
54120,54,0,0,1,3,1
54130,54,0,1,0,1,1
54140,54,0,0,1,4,1
54150,54,0,1,0,2,1
54160,54,0,1,1,0,1
54170,54,0,1,0,3,1
54180,54,0,1,1,1,1
54190,54,0,1,0,4,1
54200,54,0,1,1,2,1
54210,54,0,2,0,0,1
54220,54,0,1,1,3,1
54230,54,0,2,0,1,1
54240,54,0,1,1,4,1
54250,54,0,2,0,2,1
54260,54,0,2,1,0,1
54270,54,0,2,0,3,1
54280,54,0,2,1,1,1
54290,54,0,2,0,4,1
54300,54,0,2,1,2,1
54310,54,0,3,0,0,1
54320,54,0,2,1,3,1
54330,54,0,3,0,1,1
54340,54,0,2,1,4,1
54350,54,0,3,0,2,1
54360,54,0,3,1,0,1
54370,54,0,3,0,3,1
54380,54,0,3,1,1,1
54390,54,0,3,0,4,1
54400,54,0,3,1,2,1
54410,54,0,4,0,0,1
54420,54,0,3,1,3,1
54430,54,0,4,0,1,1
54440,54,0,3,1,4,1
54450,54,0,4,0,2,1
54460,54,0,4,1,0,1
54470,54,0,4,0,3,1
54480,54,0,4,1,1,1
54490,54,0,4,0,4,1
54500,54,0,4,1,2,1
54510,54,1,0,0,0,1
54520,54,0,4,1,3,1
54530,54,1,0,0,1,1
54540,54,0,4,1,4,1
54550,54,1,0,0,2,1
54560,54,1,0,1,0,1
54570,54,1,0,0,3,1
54580,54,1,0,1,1,1
54590,54,1,0,0,4,1
54600,54,1,0,1,2,1
54610,54,1,1,0,0,1
54620,54,1,0,1,3,1
54630,54,1,1,0,1,1
54640,54,1,0,1,4,1
54650,54,1,1,0,2,1
54660,54,1,1,1,0,1
54670,54,1,1,0,3,1
54680,54,1,1,1,1,1
54690,54,1,1,0,4,1
54700,54,1,1,1,2,1
54710,54,1,2,0,0,1
54720,54,1,1,1,3,1
54730,54,1,2,0,1,1
54740,54,1,1,1,4,1
54750,54,1,2,0,2,1
54760,54,1,2,1,0,1
54770,54,1,2,0,3,1
54780,54,1,2,1,1,1
